ID,Host_ID,Regiao,Bairro,Latitude,Longitude,Tipo_do_local,Preco,Minimo_de_noites,Num_de_reviews,Num_de_anuncios_do_host,Disp_anual
7461611,28316637,Brooklyn,Crown Heights,40.66514,-73.95688,Entire home/apt,185,3,56,1,333
7461720,942252,Brooklyn,Prospect Heights,40.68024,-73.96658,Private room,89,1,213,2,38
7461910,15539137,Brooklyn,Bedford-Stuyvesant,40.68906,-73.93751,Entire home/apt,67,2,149,1,142
7462019,39085295,Brooklyn,Flatbush,40.63968,-73.95215,Entire home/apt,125,3,105,1,195
7471933,34315772,Brooklyn,Williamsburg,40.70414,-73.93408,Entire home/apt,360,6,34,1,76
7472710,26388084,Queens,Sunnyside,40.74824,-73.91361,Private room,80,4,42,2,1
7473810,39143718,Brooklyn,Bedford-Stuyvesant,40.68141,-73.95841,Entire home/apt,400,7,9,2,365
7473909,14291580,Brooklyn,Park Slope,40.68049,-73.97662,Private room,65,8,7,1,11
7480520,15887987,Manhattan,Chelsea,40.73925,-74.0,Entire home/apt,215,3,94,1,8
7482821,4157435,Brooklyn,Bushwick,40.69696,-73.93433,Entire home/apt,100,5,71,1,238
7482970,14084147,Manhattan,Hell's Kitchen,40.75864,-73.99056,Entire home/apt,499,3,149,1,201
7484548,39200438,Brooklyn,Bedford-Stuyvesant,40.69127,-73.93983,Private room,40,1,23,1,365
7491713,30283594,Manhattan,Financial District,40.70862,-74.01408,Entire home/apt,169,30,3,121,364
7495477,23224059,Manhattan,Hell's Kitchen,40.76432,-73.99396,Entire home/apt,175,4,19,1,343
7498074,13347167,Manhattan,Upper East Side,40.77085,-73.95725,Entire home/apt,118,30,4,29,315
7498271,35819315,Brooklyn,Bushwick,40.69593,-73.92057,Entire home/apt,172,3,135,2,247
7500571,39288710,Brooklyn,Bedford-Stuyvesant,40.68544,-73.93872,Entire home/apt,102,3,64,1,296
7501694,32164030,Bronx,Hunts Point,40.81335,-73.8873,Private room,40,30,15,6,333
7502146,32164030,Bronx,Hunts Point,40.81395,-73.88675,Private room,40,30,21,6,343
7507877,22079796,Queens,Sunnyside,40.74601,-73.9149,Entire home/apt,250,15,0,1,18
7508560,39335488,Manhattan,East Harlem,40.81211,-73.9378,Private room,75,3,134,1,90
7508742,26354652,Brooklyn,Flatbush,40.64935,-73.96485,Private room,90,2,24,1,175
7511452,2588427,Manhattan,SoHo,40.72547,-74.01,Private room,300,7,51,2,156
7511610,7094504,Brooklyn,Fort Greene,40.68799,-73.97314,Entire home/apt,140,2,19,1,1
7515694,1825554,Manhattan,Chelsea,40.7394,-73.99838,Entire home/apt,210,1,10,1,6
7516218,60046,Brooklyn,Vinegar Hill,40.70146,-73.98188,Entire home/apt,225,30,23,1,268
7519160,397423,Manhattan,Upper West Side,40.77778,-73.9781,Private room,133,2,183,1,263
7528664,20245055,Manhattan,Lower East Side,40.71289,-73.98877,Private room,69,3,27,2,261
7535342,16387794,Manhattan,Hell's Kitchen,40.7603,-73.99222,Entire home/apt,200,3,203,1,271
7541249,31086628,Brooklyn,Gowanus,40.67758,-73.98519,Private room,59,2,96,1,41
7542500,9646150,Brooklyn,Prospect-Lefferts Gardens,40.65736,-73.96094,Private room,55,1,107,2,46
7544709,39533449,Manhattan,Lower East Side,40.71281,-73.98705,Entire home/apt,169,4,68,1,44
7545750,39539952,Manhattan,Inwood,40.86464,-73.92768,Entire home/apt,67,14,7,1,21
7547439,39549996,Manhattan,East Village,40.72962,-73.98932,Private room,78,16,9,1,23
7547481,9646150,Brooklyn,Prospect-Lefferts Gardens,40.65845,-73.96064,Private room,60,1,140,2,40
7547536,17122110,Manhattan,Greenwich Village,40.73528,-73.99744,Entire home/apt,210,2,193,1,169
7556153,16437254,Brooklyn,Fort Greene,40.68896,-73.97737,Entire home/apt,123,30,7,21,342
7556669,16437254,Brooklyn,Boerum Hill,40.68857,-73.98668,Entire home/apt,120,30,7,21,360
7557546,9443343,Queens,Ditmars Steinway,40.77672,-73.91956,Entire home/apt,122,3,109,1,271
7560654,22863142,Manhattan,Washington Heights,40.83353,-73.94393,Private room,110,4,45,1,59
7561432,4291007,Brooklyn,Clinton Hill,40.69342,-73.9611,Private room,90,30,20,11,249
7561584,4291007,Brooklyn,Clinton Hill,40.69411,-73.96151,Private room,90,30,31,11,314
7561847,10095503,Manhattan,Harlem,40.82112,-73.94962,Entire home/apt,150,1,7,1,10
7561953,1348134,Brooklyn,Crown Heights,40.67552,-73.96041,Entire home/apt,120,5,4,1,10
7562552,39639169,Brooklyn,Bedford-Stuyvesant,40.68338,-73.92072,Entire home/apt,110,3,125,1,315
7562611,10475653,Brooklyn,Windsor Terrace,40.64813,-73.97237,Private room,45,1,66,3,228
7563493,39648442,Queens,Flushing,40.74823,-73.8084,Private room,65,1,158,2,355
7572103,39699925,Manhattan,Chinatown,40.71379,-73.99112,Entire home/apt,170,3,39,1,19
7572534,37579015,Manhattan,Hell's Kitchen,40.75894,-73.9915,Private room,90,1,142,5,164
7574757,39713675,Brooklyn,Bedford-Stuyvesant,40.68366,-73.9247,Private room,69,2,186,1,6
7590712,39805148,Queens,Jamaica,40.68692,-73.78022,Private room,45,1,63,2,250
7592433,3751296,Brooklyn,Greenpoint,40.72717,-73.94697,Entire home/apt,139,2,21,1,188
7593263,39808438,Brooklyn,Bushwick,40.68902,-73.9156,Entire home/apt,85,2,172,5,136
7593556,34312106,Queens,Ridgewood,40.69962,-73.90439,Entire home/apt,125,2,108,1,321
7594252,13283118,Brooklyn,South Slope,40.66627,-73.98954,Entire home/apt,175,60,1,1,282
7597750,26388084,Queens,Long Island City,40.75037,-73.91265,Private room,59,4,28,2,364
7599873,7182520,Brooklyn,Bedford-Stuyvesant,40.6862,-73.9542,Entire home/apt,90,4,7,1,18
7601870,35102629,Manhattan,Chelsea,40.75013,-74.0033,Entire home/apt,215,1,75,1,331
7603389,39875363,Manhattan,Chelsea,40.7438,-73.99751,Private room,118,2,259,1,47
7603640,8617411,Manhattan,Tribeca,40.71978,-74.00968,Private room,1500,1,0,1,365
7603716,10831168,Brooklyn,Fort Hamilton,40.61926,-74.03272,Private room,70,1,15,1,22
7604021,39880500,Manhattan,Upper West Side,40.79203,-73.96967,Entire home/apt,110,7,9,1,19
7610785,39915290,Manhattan,Harlem,40.81095,-73.95296,Entire home/apt,299,3,90,2,304
7612100,39921605,Manhattan,Upper West Side,40.80417,-73.96874,Private room,167,30,44,5,188
7612456,4936739,Manhattan,Upper West Side,40.791,-73.9722,Private room,103,5,42,1,221
7615496,37676608,Brooklyn,Canarsie,40.63118,-73.89679,Entire home/apt,100,2,187,1,300
7615693,39940356,Brooklyn,Fort Greene,40.6874,-73.97484,Entire home/apt,275,6,8,1,9
7618832,1464880,Manhattan,Nolita,40.72118,-73.99575,Entire home/apt,300,4,4,1,89
7619082,710443,Brooklyn,Williamsburg,40.71534,-73.96633,Entire home/apt,370,2,132,1,257
7620763,15163256,Brooklyn,Sheepshead Bay,40.60633,-73.95704,Private room,92,3,60,3,334
7622042,35743318,Manhattan,Upper East Side,40.77756,-73.94859,Private room,140,7,9,1,204
7627784,6684858,Manhattan,Hell's Kitchen,40.76769,-73.99405,Private room,150,3,17,1,364
7629972,16929791,Brooklyn,Columbia St,40.6851,-74.00228,Private room,70,7,2,1,32
7630422,37138251,Manhattan,Upper West Side,40.78733,-73.97364,Entire home/apt,230,1,161,1,347
7632731,39455276,Manhattan,Upper West Side,40.7874,-73.97381,Entire home/apt,600,10,2,1,36
7633154,3672503,Brooklyn,South Slope,40.66307,-73.9834,Entire home/apt,195,3,84,1,18
7636986,1723544,Queens,Long Island City,40.75215,-73.93913,Entire home/apt,150,7,9,1,9
7637901,39835878,Queens,Ditmars Steinway,40.77648,-73.90987,Private room,70,3,13,1,219
7643399,39918716,Brooklyn,East Flatbush,40.65551,-73.94206,Entire home/apt,199,2,6,1,130
7645359,7500,Brooklyn,Clinton Hill,40.68864,-73.96759,Entire home/apt,175,30,7,1,27
7646751,40027302,Brooklyn,Williamsburg,40.72002,-73.96028,Private room,70,3,90,1,323
7647268,40124500,Brooklyn,Borough Park,40.63741,-74.00118,Private room,45,1,43,2,310
7651418,40151792,Manhattan,Lower East Side,40.71903,-73.9904,Entire home/apt,160,5,10,1,11
7651474,405908,Brooklyn,Bedford-Stuyvesant,40.68248,-73.92811,Entire home/apt,155,2,139,1,235
7651547,9209691,Manhattan,Harlem,40.82206,-73.95234,Entire home/apt,275,4,5,2,284
7652936,18985761,Brooklyn,Carroll Gardens,40.67763,-74.00108,Entire home/apt,99,59,17,1,58
7654931,40176101,Brooklyn,Bedford-Stuyvesant,40.6884,-73.9305,Private room,59,1,237,7,70
7657879,1163318,Manhattan,Chelsea,40.74376,-74.00387,Entire home/apt,270,30,195,1,270
7660252,18953786,Queens,Astoria,40.7655,-73.92169,Entire home/apt,150,3,21,2,349
7663043,1599136,Brooklyn,Bedford-Stuyvesant,40.68716,-73.9243,Entire home/apt,199,7,35,1,283
7664692,40124500,Brooklyn,Borough Park,40.63574,-74.00329,Shared room,33,1,73,2,365
7664789,433207,Queens,Astoria,40.76205,-73.91379,Private room,45,1,190,2,132
7664959,40237377,Brooklyn,Sheepshead Bay,40.5994,-73.95941,Private room,119,1,0,1,126
7669319,2048347,Brooklyn,Prospect Heights,40.67293,-73.96678,Entire home/apt,99,7,11,1,216
7673007,3526617,Brooklyn,Greenpoint,40.73604,-73.95415,Entire home/apt,250,2,4,1,322
7675917,40236486,Manhattan,Washington Heights,40.8403,-73.93833,Private room,50,1,6,3,64
7675994,844862,Manhattan,East Village,40.73107,-73.98213,Private room,100,2,14,2,342
7676933,33064599,Manhattan,Upper West Side,40.80188,-73.96696,Private room,59,1,26,6,326
7678743,1477833,Brooklyn,Red Hook,40.67894,-74.0128,Private room,64,1,128,1,76
7679236,40327248,Queens,Neponsit,40.57215,-73.85822,Entire home/apt,350,2,5,1,334
7679697,5513694,Manhattan,Hell's Kitchen,40.76377,-73.98786,Entire home/apt,200,2,49,1,205
7679943,40332331,Brooklyn,Windsor Terrace,40.65758,-73.97801,Entire home/apt,128,3,10,2,3
7680504,1550888,Brooklyn,Bedford-Stuyvesant,40.68001,-73.94971,Entire home/apt,150,30,11,3,332
7680750,347642,Brooklyn,Bedford-Stuyvesant,40.68022,-73.92795,Entire home/apt,100,3,120,3,220
7688839,2060383,Brooklyn,Cobble Hill,40.68732,-73.99245,Entire home/apt,147,3,23,1,2
7689651,33068587,Queens,Jamaica,40.68547,-73.78924,Private room,99,3,0,1,365
7692326,255597,Brooklyn,Crown Heights,40.66465,-73.95372,Entire home/apt,225,3,105,1,94
7692660,32164030,Bronx,Hunts Point,40.81229,-73.88887,Private room,40,30,19,6,287
7692870,3587751,Brooklyn,Williamsburg,40.70841,-73.9539,Private room,120,1,205,2,349
7693424,40404813,Brooklyn,East Flatbush,40.64588,-73.94961,Private room,100,1,2,1,365
7695043,1338262,Brooklyn,Boerum Hill,40.68589,-73.99102,Entire home/apt,160,3,38,3,249
7697504,40429192,Brooklyn,Greenpoint,40.72831,-73.949,Entire home/apt,175,3,96,1,328
7698593,5974094,Brooklyn,Bedford-Stuyvesant,40.69351,-73.94011,Entire home/apt,200,2,3,1,188
7698722,31919780,Brooklyn,Bedford-Stuyvesant,40.68599,-73.9394,Entire home/apt,99,3,98,2,52
7700054,3074287,Brooklyn,Carroll Gardens,40.68167,-73.99276,Entire home/apt,150,4,96,2,3
7710442,6432385,Brooklyn,Greenpoint,40.72446,-73.94008,Entire home/apt,70,30,4,1,34
7711451,5663719,Manhattan,Little Italy,40.71912,-73.99776,Private room,61,2,6,1,213
7711899,40509550,Manhattan,Washington Heights,40.84805,-73.94209,Shared room,42,1,14,1,363
7712750,40516440,Brooklyn,Sheepshead Bay,40.58851,-73.9558,Private room,45,4,52,1,341
7714664,2520125,Brooklyn,East New York,40.66045,-73.89873,Entire home/apt,72,4,121,2,33
7715342,11272233,Brooklyn,Crown Heights,40.6735,-73.93856,Private room,59,1,199,2,288
7717785,11003269,Manhattan,Washington Heights,40.85159,-73.94036,Entire home/apt,150,1,32,1,358
7718452,3074287,Brooklyn,Carroll Gardens,40.68333,-73.99369,Entire home/apt,147,4,91,2,3
7718995,25169596,Manhattan,Upper West Side,40.77148,-73.98226,Private room,182,1,221,2,327
7724865,36195153,Manhattan,Kips Bay,40.73999,-73.98122,Private room,175,3,174,1,194
7725825,40595718,Queens,Ozone Park,40.68792,-73.83752,Entire home/apt,79,1,22,1,130
7727061,25843005,Queens,Astoria,40.75818,-73.92679,Private room,35,2,191,3,24
7727798,22577148,Brooklyn,Bedford-Stuyvesant,40.69461,-73.93406,Private room,86,3,91,7,20
7728553,40611169,Brooklyn,Carroll Gardens,40.67793,-73.99531,Entire home/apt,150,1,78,5,365
7730160,30283594,Manhattan,Theater District,40.75967,-73.98573,Entire home/apt,135,30,0,121,174
7733862,1289713,Brooklyn,Park Slope,40.67757,-73.98195,Entire home/apt,200,4,12,1,5
7733896,1036161,Brooklyn,Bedford-Stuyvesant,40.68242,-73.95016,Private room,220,1,88,2,60
7734034,35976278,Queens,Arverne,40.59029,-73.79032,Entire home/apt,125,1,9,1,340
7734176,40645778,Manhattan,Hell's Kitchen,40.76444,-73.98592,Entire home/apt,300,3,12,1,33
7734670,32164030,Bronx,Hunts Point,40.81387,-73.88797,Private room,37,30,13,6,333
7744805,40703442,Manhattan,Harlem,40.80739,-73.94196,Entire home/apt,153,4,91,3,4
7746872,16641806,Manhattan,East Harlem,40.78824,-73.94687,Entire home/apt,195,1,112,1,262
7749069,40735098,Brooklyn,Borough Park,40.64346,-73.99814,Entire home/apt,120,2,35,1,346
7749472,13667779,Manhattan,Harlem,40.82453,-73.93952,Private room,60,2,9,2,280
7749763,39528519,Manhattan,Lower East Side,40.70993,-73.987,Shared room,35,14,6,28,201
7749818,40221604,Manhattan,Harlem,40.82312,-73.94539,Private room,93,1,100,3,49
7760545,40812784,Queens,Sunnyside,40.74494,-73.91513,Entire home/apt,120,30,29,1,178
7760808,4403646,Manhattan,Midtown,40.76352,-73.9777,Entire home/apt,319,4,9,1,358
7762374,1273607,Manhattan,Harlem,40.82651,-73.94871,Entire home/apt,450,3,35,1,264
7763203,1112560,Brooklyn,Bedford-Stuyvesant,40.6857,-73.95595,Private room,89,5,28,3,282
7763869,40828217,Brooklyn,Prospect-Lefferts Gardens,40.66026,-73.93992,Private room,65,2,71,4,170
7764516,40834217,Queens,Whitestone,40.78223,-73.80724,Private room,35,7,0,1,365
7768661,39921605,Manhattan,Upper West Side,40.80328,-73.96898,Entire home/apt,238,30,14,5,91
7769782,40867860,Brooklyn,Bedford-Stuyvesant,40.68053,-73.90879,Private room,63,1,4,1,240
7769946,40863179,Brooklyn,Fort Greene,40.68504,-73.9696,Entire home/apt,150,7,43,1,53
7770735,40874834,Queens,Jackson Heights,40.75421,-73.86435,Private room,75,1,96,3,339
7771351,40877319,Bronx,Pelham Bay,40.84423,-73.83602,Private room,59,3,113,1,290
7774167,40895369,Queens,Rockaway Beach,40.58881,-73.81066,Entire home/apt,70,1,70,1,336
7774182,40895328,Queens,Astoria,40.75743,-73.92366,Entire home/apt,289,2,176,2,309
7774373,40895919,Manhattan,Chelsea,40.74327,-73.99848,Entire home/apt,245,3,115,1,125
7775431,10054959,Manhattan,Upper East Side,40.78339,-73.95239,Private room,149,4,33,1,53
7775879,24560401,Brooklyn,Fort Greene,40.69705,-73.97743,Entire home/apt,165,3,120,1,170
7782176,8792814,Brooklyn,Bedford-Stuyvesant,40.69454,-73.94495,Private room,65,1,11,10,260
7783855,40958326,Brooklyn,Bedford-Stuyvesant,40.68528,-73.91573,Entire home/apt,175,4,99,1,334
7784365,25602663,Queens,Long Island City,40.75255,-73.93654,Private room,90,4,19,2,286
7787799,26377263,Brooklyn,Bushwick,40.70326,-73.91822,Private room,50,30,1,43,203
7787983,36205028,Queens,Jamaica,40.68542,-73.7926,Private room,52,1,179,2,350
7788438,26377263,Brooklyn,Bushwick,40.70249,-73.91904,Private room,47,30,0,43,347
7788565,26377263,Brooklyn,Bushwick,40.70468,-73.91935,Private room,47,30,0,43,257
7788880,26377263,Brooklyn,Bushwick,40.70387,-73.91665,Private room,47,30,4,43,144
7789213,26377263,Brooklyn,Bushwick,40.70233,-73.9175,Private room,47,30,2,43,229
7789346,26377263,Brooklyn,Bushwick,40.70619,-73.9191,Private room,47,30,3,43,291
7789408,26377263,Brooklyn,Bushwick,40.70468,-73.91683,Private room,47,2,4,43,222
7789850,1418015,Brooklyn,Crown Heights,40.67839,-73.95434,Private room,80,2,158,4,204
7790838,17550956,Manhattan,Upper East Side,40.77357,-73.94729,Entire home/apt,142,2,48,1,329
7791635,310670,Bronx,Eastchester,40.88001,-73.8345,Private room,62,2,5,13,320
7791636,310670,Bronx,Eastchester,40.88211,-73.83625,Shared room,45,1,1,13,318
7798542,21150000,Brooklyn,Flatbush,40.65474,-73.95448,Entire home/apt,80,3,10,1,124
7799045,3467798,Manhattan,Harlem,40.80877,-73.94456,Entire home/apt,173,30,12,2,194
7800079,5134018,Brooklyn,Williamsburg,40.70694,-73.93246,Entire home/apt,100,14,10,1,249
7800835,11549078,Brooklyn,Bedford-Stuyvesant,40.6808,-73.93092,Entire home/apt,160,5,148,1,149
7800905,41059169,Brooklyn,Williamsburg,40.71003,-73.96097,Private room,116,2,17,3,329
7801262,2083759,Manhattan,Harlem,40.79996,-73.95485,Entire home/apt,104,3,42,1,219
7801783,2033003,Manhattan,East Village,40.72935,-73.98465,Entire home/apt,200,2,6,2,134
7803475,25847311,Manhattan,Upper West Side,40.77849,-73.98527,Entire home/apt,374,30,16,1,363
7804337,41079797,Brooklyn,Williamsburg,40.71158,-73.94653,Entire home/apt,94,1,28,1,274
7806322,37915862,Brooklyn,East New York,40.67351,-73.89267,Entire home/apt,155,5,80,2,256
7809535,1103465,Brooklyn,Clinton Hill,40.68332,-73.96271,Entire home/apt,145,6,35,1,31
7814575,41140356,Brooklyn,Park Slope,40.67231,-73.98069,Entire home/apt,195,7,14,1,326
7816449,1317360,Manhattan,SoHo,40.72219,-74.0014,Entire home/apt,500,7,44,2,365
7819539,5623834,Brooklyn,East Flatbush,40.64569,-73.94776,Entire home/apt,100,30,29,1,326
7820423,4068324,Manhattan,Greenwich Village,40.73415,-73.99814,Entire home/apt,425,4,68,1,36
7823495,11898556,Manhattan,Chelsea,40.7414,-73.99815,Entire home/apt,800,30,22,1,266
7823546,39148503,Brooklyn,Williamsburg,40.70866,-73.94122,Private room,70,4,7,2,364
7824945,37138145,Manhattan,Upper West Side,40.80111,-73.96539,Private room,75,1,205,2,197
7826033,36070324,Manhattan,Harlem,40.83107,-73.9486,Private room,88,3,6,1,82
7827908,41201538,Brooklyn,Bushwick,40.70126,-73.918,Private room,63,2,104,1,230
7834765,41261306,Brooklyn,Clinton Hill,40.69218,-73.96127,Private room,90,2,32,1,20
7837816,19483885,Brooklyn,Bedford-Stuyvesant,40.69695,-73.95951,Private room,60,1,184,2,240
7837952,2610233,Manhattan,Flatiron District,40.73947,-73.98593,Entire home/apt,221,3,99,1,110
7838393,3147660,Brooklyn,Williamsburg,40.70985,-73.96923,Entire home/apt,500,2,39,1,330
7839096,2119276,Manhattan,Midtown,40.74926,-73.98201,Entire home/apt,250,30,2,39,98
7840953,7579910,Brooklyn,Bedford-Stuyvesant,40.69588,-73.93944,Entire home/apt,105,30,5,1,363
7843320,328951,Brooklyn,Williamsburg,40.70955,-73.95678,Entire home/apt,150,1,20,1,35
7843582,1246073,Brooklyn,Crown Heights,40.67042,-73.95677,Entire home/apt,119,2,27,1,154
7843604,41329387,Manhattan,Harlem,40.80755,-73.95104,Entire home/apt,100,2,193,1,213
7843851,41332081,Brooklyn,Crown Heights,40.67689,-73.94884,Private room,85,3,8,1,179
7850400,41367164,Manhattan,Lower East Side,40.72147,-73.98733,Entire home/apt,295,3,63,1,214
7851219,31304940,Brooklyn,Williamsburg,40.71631,-73.96353,Private room,60,2,121,8,69
7853561,2119276,Manhattan,Gramercy,40.73337,-73.98524,Entire home/apt,200,30,5,39,331
7854307,31304940,Brooklyn,Williamsburg,40.71692,-73.96353,Private room,60,2,97,8,83
7856476,24629261,Staten Island,Randall Manor,40.63878,-74.10636,Private room,69,3,23,1,172
7856749,16437254,Brooklyn,Boerum Hill,40.68782,-73.98514,Entire home/apt,123,30,7,21,319
7857185,41406733,Manhattan,Midtown,40.75399,-73.96967,Entire home/apt,135,1,214,1,170
7858468,8552927,Manhattan,Hell's Kitchen,40.76425,-73.99162,Private room,99,1,309,1,254
7858532,735786,Brooklyn,Crown Heights,40.67082,-73.9278,Private room,55,2,39,1,311
7858673,31304940,Brooklyn,Williamsburg,40.71767,-73.96252,Private room,60,2,92,8,87
7859630,33069475,Brooklyn,Bedford-Stuyvesant,40.6898,-73.92989,Private room,40,20,23,2,206
7859723,8554194,Manhattan,Chelsea,40.74453,-73.99988,Entire home/apt,120,3,39,1,1
7860155,24559181,Manhattan,Upper East Side,40.76312,-73.96624,Private room,89,1,148,3,351
7862762,40548594,Manhattan,Financial District,40.70623,-74.0051,Entire home/apt,150,2,52,1,72
7867890,17714726,Manhattan,Upper West Side,40.80268,-73.969,Entire home/apt,140,4,11,1,10
7869876,17382996,Bronx,Port Morris,40.80247,-73.91435,Entire home/apt,90,2,152,1,299
7870258,31304940,Brooklyn,Williamsburg,40.71755,-73.96419,Private room,60,2,99,8,77
7870403,39840590,Queens,Long Island City,40.74365,-73.95377,Entire home/apt,138,1,227,1,21
7871818,4769886,Brooklyn,Bushwick,40.69533,-73.92053,Private room,109,2,105,2,244
7871858,10659447,Brooklyn,Bedford-Stuyvesant,40.68439,-73.95231,Entire home/apt,135,4,106,1,282
7871985,5577926,Queens,Astoria,40.75793,-73.90959,Entire home/apt,58,30,7,4,134
7873655,31304940,Brooklyn,Williamsburg,40.71714,-73.96234,Private room,60,2,107,8,84
7886635,31304940,Brooklyn,Williamsburg,40.71636,-73.96246,Private room,60,2,97,8,122
7887966,119441,Queens,Astoria,40.75837,-73.91387,Entire home/apt,100,30,61,3,224
7889596,11010205,Brooklyn,Bensonhurst,40.61391,-73.99128,Private room,79,2,2,2,365
7891403,2829145,Brooklyn,Fort Greene,40.6923,-73.97123,Entire home/apt,285,3,66,2,292
7894007,41619645,Queens,Arverne,40.58875,-73.79109,Private room,200,2,70,1,90
7899658,40605120,Manhattan,East Harlem,40.78938,-73.94679,Entire home/apt,140,7,3,1,56
7900575,41657584,Manhattan,West Village,40.73519,-74.00642,Entire home/apt,200,3,9,1,168
7900908,41658748,Manhattan,Gramercy,40.73518,-73.98047,Entire home/apt,250,2,105,3,307
7900957,18397763,Brooklyn,Bedford-Stuyvesant,40.6869,-73.93074,Private room,74,2,22,7,76
7901635,31304940,Brooklyn,Williamsburg,40.71544,-73.96211,Private room,60,2,99,8,100
7902089,41666655,Manhattan,Upper East Side,40.77098,-73.95965,Entire home/apt,150,2,5,1,157
7902556,3041587,Manhattan,Financial District,40.70395,-74.00995,Private room,98,14,121,1,204
7908355,21657314,Brooklyn,Clinton Hill,40.69143,-73.96079,Private room,108,4,21,1,12
7911437,15904258,Queens,Maspeth,40.72172,-73.8881,Entire home/apt,60,3,45,1,219
7911917,24732939,Manhattan,East Village,40.72578,-73.98236,Entire home/apt,140,5,16,1,1
7912513,1696219,Manhattan,East Village,40.7336,-73.99006,Entire home/apt,1200,3,9,1,359
7913426,30283594,Manhattan,Theater District,40.75654,-73.98891,Entire home/apt,369,30,0,121,364
7914369,2010157,Brooklyn,Bedford-Stuyvesant,40.68372,-73.91994,Entire home/apt,120,2,92,1,54
7915596,2339049,Brooklyn,Bushwick,40.69919,-73.93818,Private room,75,2,226,2,128
7915831,5719436,Brooklyn,Flatbush,40.63982,-73.96634,Private room,1100,1,1,1,365
7917251,41747327,Manhattan,Lower East Side,40.71909,-73.99028,Entire home/apt,95,1,98,1,240
7919372,23533897,Brooklyn,Crown Heights,40.67568,-73.95124,Private room,75,1,38,7,322
7920072,10353278,Manhattan,East Village,40.73243,-73.98692,Private room,96,2,114,2,98
7920170,36089884,Manhattan,Washington Heights,40.85597,-73.9333,Private room,50,2,93,1,208
7927838,6444987,Brooklyn,Bedford-Stuyvesant,40.6796,-73.93022,Private room,95,2,153,3,296
7929441,1453898,Brooklyn,Williamsburg,40.71268,-73.96676,Private room,105,2,232,3,64
7933257,109981,Brooklyn,Bedford-Stuyvesant,40.68279,-73.92135,Entire home/apt,120,2,11,1,6
7933400,40336543,Queens,Long Island City,40.76422,-73.93169,Private room,89,2,0,2,364
7937398,6444987,Brooklyn,Bedford-Stuyvesant,40.67973,-73.93058,Private room,72,2,151,3,288
7937553,2787,Brooklyn,Bensonhurst,40.60951,-73.97622,Private room,99,1,21,6,153
7945940,7020836,Manhattan,West Village,40.73849,-74.00589,Entire home/apt,225,3,159,1,132
7949344,41919914,Brooklyn,Bushwick,40.69881,-73.93057,Private room,80,1,2,1,188
7949480,119445,Bronx,City Island,40.85205,-73.78868,Private room,107,1,73,1,173
7950368,1696218,Brooklyn,Williamsburg,40.7187,-73.95606,Entire home/apt,500,26,9,1,178
7951281,292522,Brooklyn,Fort Greene,40.68857,-73.97385,Entire home/apt,200,2,120,2,287
7951346,7057608,Queens,East Elmhurst,40.75712,-73.89365,Private room,42,2,25,1,283
7952963,3333577,Manhattan,Gramercy,40.73523,-73.98668,Private room,160,2,53,2,344
7953819,2665690,Brooklyn,Bedford-Stuyvesant,40.68432,-73.93227,Entire home/apt,150,30,10,1,30
7955889,6263244,Manhattan,Harlem,40.82036,-73.94219,Private room,73,1,10,2,365
7955984,6263244,Manhattan,Harlem,40.81944,-73.9408,Private room,73,1,27,2,340
7966358,30283594,Manhattan,Midtown,40.76633,-73.98145,Entire home/apt,335,30,0,121,201
7966943,4352069,Manhattan,East Village,40.72672,-73.97965,Entire home/apt,400,1,15,2,6
7967503,2781031,Manhattan,Hell's Kitchen,40.76885,-73.98631,Entire home/apt,165,3,68,1,195
7967922,4094837,Queens,Ridgewood,40.71111,-73.91689,Private room,52,10,8,1,36
7968983,780477,Brooklyn,East New York,40.66125,-73.89976,Entire home/apt,275,3,77,1,256
7969111,42050222,Manhattan,Chelsea,40.74192,-73.99978,Private room,135,3,250,1,111
7972210,12720552,Brooklyn,Bushwick,40.70158,-73.92724,Private room,100,1,22,5,324
7973484,17770287,Manhattan,Upper East Side,40.76769,-73.95236,Entire home/apt,115,30,12,14,239
7974235,42082780,Brooklyn,Flatbush,40.64689,-73.96048,Entire home/apt,99,2,85,1,342
7975360,12986426,Manhattan,Harlem,40.82215,-73.95601,Entire home/apt,180,5,95,1,60
7979237,344035,Brooklyn,Prospect Heights,40.6796,-73.96948,Private room,60,1,197,13,324
7983640,13037911,Brooklyn,Williamsburg,40.72124,-73.95847,Entire home/apt,250,1,54,1,365
7984555,43671,Brooklyn,Carroll Gardens,40.68502,-73.99306,Entire home/apt,150,2,8,1,196
7987209,42154621,Manhattan,Theater District,40.7566,-73.98329,Entire home/apt,1195,3,109,1,264
7987212,30487854,Brooklyn,Williamsburg,40.71067,-73.96005,Private room,68,5,14,2,10
7987971,4277896,Brooklyn,Clinton Hill,40.6917,-73.96508,Private room,70,2,173,2,93
7995078,38793847,Manhattan,Harlem,40.82291,-73.95172,Private room,65,2,80,1,347
7995140,3318161,Brooklyn,Williamsburg,40.71212,-73.95888,Entire home/apt,170,3,36,1,1
7997433,42215969,Queens,Woodside,40.74583,-73.90059,Entire home/apt,450,1,0,1,341
7999574,30529,Brooklyn,Prospect Heights,40.67354,-73.96359,Entire home/apt,280,2,24,2,151
8002080,42243297,Brooklyn,Bensonhurst,40.61059,-74.00602,Entire home/apt,65,1,287,1,308
